Name,Website
SalvageSale,https://salvagesale.com
MCPc Inc.,https://www.mcpc.com
Onsite Electronics Recycling,https://onsiteelectronicsrecycling.com
Opportunity Enterprises (SecureShred),https://secureshred.org
Opportunity Enterprises (parent org),https://www.oppent.org
Pedal Point evTerra Recycling,https://www.evterrarecycling.com
PowerHouse Recycling,https://powerhouserecycling.com
R2 Disassembly,https://r2disassembly.com
Regency Technologies,https://www.regencytechnologies.com
Iron Mountain (Asset Lifecycle Management),https://www.ironmountain.com/services/it-asset-lifecycle-management
Sage Sustainable Electronics,https://www.sagese.com
SEAM: Secure Enterprise Asset Management,https://seamservices.com
Universal Recycling Technologies (URT),https://urtsolutions.com
Liquid 8 Technology (Liquid Technology),https://liquidtechnology.net
Material Recovery Solutions (US – e-Stewards listing),https://www.jvsenvironmental.net
Material Recovery Solutions (AU),https://www.materialrecoverysolutions.com.au
Natural Evolution,https://www.naturalevolution.com
NCS Global Services,https://ncsglobalinc.com
TechReset,https://techreset.com
Workwize,https://www.goworkwize.com
ITAMG (IT Asset Management Group),https://www.itamg.com
HOBI International,https://hobi.com
Ingram Micro Lifecycle Services,https://www.ingrammicrolifecycle.com
Deel IT,https://www.deel.com/it
Dell Asset Recovery Services,https://www.dell.com/en-us/lp/dt/ars
HPE Financial Services (IT Asset Lifecycle),https://www.hpe.com/us/en/services/it-asset-lifecycle.html
Primobius,https://www.primobius.com
ACCUREC-Recycling GmbH,https://accurec.de
Fortum Battery Recycling,https://www.fortum.com/services/battery-recycling
Hydrovolt,https://www.hydrovolt.com
Redwood Materials,https://www.redwoodmaterials.com
Ascend Elements,https://ascendelements.com
Aqua Metals,https://aquametals.com
Cirba Solutions,https://www.cirbasolutions.com
Li-Cycle (now under Glencore Battery Recycling),https://www.glencore.com/what-we-do/recycling/li-cycle
NorthStar Group Services,"https://Inc., https://www.northstar.com/"
Brandenburg Industrial Service Co.,https://www.brandenburg.com/
Penhall Co.,https://www.penhall.com/
D.H. Griffin Wrecking Co.,"https://Inc., https://www.dhgriffin.com/"
Independence Excavating Inc.,https://www.indexc.com/
Select Demo Services LLC,https://www.selectdemo.com/
Bierlein Companies,"https://Inc., https://www.bierlein.com/"
Bierlein Companies,Inc
ISI Demolition (Interior Specialists),https://isidemo.com/
AMPCO Contracting Inc.,https://www.ampcocontracting.com/
Veit & Company,"https://Inc., https://veitusa.com/"
Manafort Brothers Inc.,https://www.manafort.com/
O’Rourke Wrecking Company,https://orourkewrecking.com/
North American Dismantling Corp.,https://nadc1.com/
Jackson Demolition Service Inc.,https://jacksondemolition.com/
ASRC Industrial,https://asrcindustrial.com/
Berg Demo Group / The Berg Corporation,https://bergdemo.com/
Adamo Demolition Company (Adamo Group),https://www.adamogroup.com/
Harder Mechanical,https://harder.com/
Bayview Services,https://bayviewservices.com/
Spirtas Wrecking Co. (Spirtas Company),https://www.spirtas.com/
Sierra Pacific West Inc.,https://sierrapacificwest.com/
JDC Demolition Co. Inc.,https://www.jdcdemoinc.com/
L. M. Sessler Excavating & Wrecking (Sessler Wrecking),https://sesslerwrecking.com/
ARC Abatement,https://arcabatement.com/
Costello Dismantling,https://www.costellodismantling.com/
Dickson Company,https://www.dickson.net/
Envirocon,https://www.envirocon.com/
Ferma Corporation,https://www.fermacorp.com/
Kroeker,"https://Inc. (your list spells Kroecker), https://www.kroekerinc.com/"
Lindamood,"https://Inc., https://lindamood.net/"
MILBURN,https://milburn.com/
Rachel Contracting,"https://Inc., https://www.rachelcontracting.com/"
Controlled Demolition,"https://Inc. (CDI), https://www.controlled-demolition.com/"
Texas Cutting & Coring / Texas Curb Cut,https://www.texascurbcut.com/
Orion Environmental (demolition/abatement services),https://orionsvcs.com/
Premier Demolition Services,"https://LLC (Houston), https://www.premier-demo.com/"
American Wrecking Inc.,https://www.americanwreckinginc.com/
Goldin & Stafford,https://goldinandstafford.com/
MCM Management Corporation,http://www.mcmmanagement.com/
Keltbray,https://www.keltbray.com/
Erith Contractors,https://www.erith.com/
Ferraro Group (EU),https://www.ferraro-group.de/en/
Hagedorn Unternehmengruppe,https://www.unternehmensgruppe-hagedorn.de/en/
Max Wild,https://www.maxwild.com/en/
MGL Demolition (UK – MGL Group),https://www.mglgroup.co.uk/corporate/mgl-demolition/
360 Demolition & Environmental Services (Toronto/GTA),https://360demo.ca/
BlueEarth Deconstruction,https://blueearthdeconstruction.com
Congruex,https://congruex.com
Malcolm Drilling,https://malcolmdrilling.com
B&B Wrecking & Excavating,https://www.bbwrecking.net/
Central Environmental Inc.,https://beringstraits.com/cei/
Precision Demolition,https://www.precisiondemolition.com/
Liberty Demolition,https://www.liberty-demolition.com/
White Rock Construction Services,https://whiterockconstructiontx.com/
Rock Springs Contracting,https://www.rockspringcontracting.com/
E.H.C. Associates,https://www.ehcassociates.com/
JR Ramon Demolition,https://www.ramondemolition.com/
Pinnacle Construction Group,https://pcgms.com/
Total Demolition Services,"https://LLC,https://www.totaldemoservice.com/"
Tammal Enterprises,"https://Inc.,https://www.tammaldemo.com/"
Foremost Foundations & Construction,https://www.foremostfoundations.com/
Demo Patrol,https://www.demopatrol.com/
Kaw Valley Companies,"https://Inc.,https://kawvalleyco.com/"
Boise Demolition LLC,https://boisedemolition.com/
Total Contractors Services LLC,https://tcs-stlouis.com/
Total Contractors Services,LLC
Native Wrecking Services,"https://LLC,https://nativewrecking.com/"
S. B. Cox,"https://Incorporated,https://sbcoxdemolition.com/"
Premier Demolition Services,https://www.premierdemo.com/
Robles 1,"https://LLC,https://www.robles1.net/"
Pedal Point evTerra Recycling (PedalPoint),https://pedalpoint.co
Urban Technologies,https://www.urbantechnologies.org
PlanITROI,https://planitroi.com
ITAD USA,https://itadusa.com
ARCOA (Asset Recycling Company of America),https://www.thinkarcoa.com
Apto Solutions,https://www.aptosolutions.com
Blue Star Recyclers,https://bluestarrecyclers.org
Cascade Asset Management,https://cascade-assets.com
CompuCycle,https://compucycle.com
Dynamic Lifecycle Innovations,https://thinkdynamic.com
Greentec Recycling,https://www.greentec.com
GreenTek Solutions,https://www.greenteksolutionsllc.com
Sunnking,https://www.sunnking.com
Securis,https://securis.com
Greenchip E-Waste & ITAD Solutions,https://greenchiprecycling.com
Electronic Recyclers International (ERI),https://eridirect.com
Sims Lifecycle Services,https://www.simslifecycle.com
SK tes,https://www.sktes.com
Kuusakoski,https://www.kuusakoski.com/en/global/
Call2Recycle,https://www.call2recycle.org
Ecobat,https://ecobat.com
Gopher Resource,https://www.gopherresource.com
Umicore Battery Recycling Solutions,https://brs.umicore.com
Aurubis (Recycling),https://www.aurubis.com/en/products/recycling
Boliden (lead battery recycling / Bergsöe),https://www.boliden.com/operations/smelters/boliden-bergsoe/
Stena Recycling AB,https://www.stenarecycling.com
Northstar Group Services Inc.,https://www.northstar.com/
D.H. Griffin Wrecking Co. Inc.,https://www.dhgriffin.com/
Bierlein Cos. Inc.,https://www.bierlein.com/
Veit & Co. Inc.,https://veitusa.com/
Alloy,n/a
Kroecker Inc. (Kroeker),https://www.kroekerinc.com/
Lindamood Inc.,https://lindamood.net/
Interior Removal Specialist Inc.,n/a
Rachel Contracting Inc.,https://www.rachelcontracting.com/
JW Demolition LLC,n/a
Q Recycling & Construction Services,"https://Inc.,n/a"
NorthStar Contracting Groups,n/a
Premier Demolition Services,https://www.premier-demo.com/
E.H.C. Associates,"https://Inc.,https://www.ehcassociates.com/"
ASJP Property Management LLC,n/a
Controlled Demolition,"https://Inc.,https://www.controlled-demolition.com/"
Silverado Contractors,"https://Inc.,https://www.silveradocontractors.com/"
A-Core Concrete Cutting,"https://Inc.,https://www.a-core.com/"
Atlantic Coast Dismantling,"https://LLC,https://acdismantling.com/"
The BG Group LLC,https://bgdemolition.com/
Grant Mackay Company,"https://Inc.,https://www.grantmackaydemolition.com/"
Cherry Industries / Cherry Companies,https://cherrycompanies.com/
Concrete Cutting & Breaking Co.,https://concut.com/
Homrich Wrecking,"https://Inc.,https://homrich.com/"
Frontier Industrial Corp.,https://fic-services.com/
Green City Demolition,https://www.greencitydemolition.com/
Melching,"https://Inc.,https://melchingdemolition.com/"
QM Environmental,https://www.qmenv.com/
YORK1 Demolition Ltd.,https://york1.com/
Priestly Demolition Inc.,https://priestly.ca/
Triple M Demolition Inc.,https://triplemdemolition.com/
Team Inc,https://www.teaminc.com/
